question_id,subject,topic,difficulty_level,question_text,option_a,option_b,option_c,option_d,correct_option,expected_time_sec
Q02462,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Total expenditure minus total revenue,Total revenue minus expenditure,Capital receipt,Foreign debt,A,90
Q02463,GK,Polity/History/Economy,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Vote,Right to Work,Right to Equality,Right to Property,C,30
Q02464,GK,Polity/History/Economy,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Vote,Right to Work,Right to Property,Right to Equality,D,30
Q02465,GK,Polity/History/Economy,1,Who is the head of the Indian State?,Chief Justice,Governor,Prime Minister,President,D,20
Q02466,GK,Polity/History/Economy,4,Which Act introduced provincial autonomy in India?,Government of India Act 1935,Indian Councils Act,Charter Act,Regulating Act,A,60
Q02467,GK,Polity/History/Economy,3,Who was the first President of India?,Mahatma Gandhi,Dr. S. Radhakrishnan,Jawaharlal Nehru,Dr. Rajendra Prasad,D,45
Q02468,GK,Polity/History/Economy,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Equality,Right to Property,Right to Vote,Right to Work,A,30
Q02469,GK,Polity/History/Economy,3,Who was the first President of India?,Dr. Rajendra Prasad,Jawaharlal Nehru,Mahatma Gandhi,Dr. S. Radhakrishnan,A,45
Q02470,GK,Polity/History/Economy,4,Which Act introduced provincial autonomy in India?,Government of India Act 1935,Charter Act,Indian Councils Act,Regulating Act,A,60
Q02471,GK,Polity/History/Economy,1,Who is the head of the Indian State?,Prime Minister,Governor,Chief Justice,President,D,20
Q02472,GK,Polity/History/Economy,1,Who is the head of the Indian State?,Prime Minister,President,Governor,Chief Justice,B,20
Q02473,GK,Polity/History/Economy,3,Who was the first President of India?,Dr. Rajendra Prasad,Dr. S. Radhakrishnan,Mahatma Gandhi,Jawaharlal Nehru,A,45
Q02474,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Total expenditure minus total revenue,Capital receipt,Foreign debt,Total revenue minus expenditure,A,90
Q02475,GK,Polity/History/Economy,4,Which Act introduced provincial autonomy in India?,Regulating Act,Government of India Act 1935,Charter Act,Indian Councils Act,B,60
Q02476,GK,Polity/History/Economy,1,Who is the head of the Indian State?,President,Governor,Prime Minister,Chief Justice,A,20
Q02477,GK,Polity/History/Economy,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Vote,Right to Equality,Right to Property,Right to Work,B,30
Q02478,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Foreign debt,Capital receipt,Total expenditure minus total revenue,Total revenue minus expenditure,C,90
Q02479,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Total revenue minus expenditure,Foreign debt,Total expenditure minus total revenue,Capital receipt,C,90
Q02480,GK,Polity/History/Economy,4,Which Act introduced provincial autonomy in India?,Charter Act,Indian Councils Act,Government of India Act 1935,Regulating Act,C,60
Q02481,GK,Polity/History/Economy,3,Who was the first President of India?,Jawaharlal Nehru,Mahatma Gandhi,Dr. S. Radhakrishnan,Dr. Rajendra Prasad,D,45
Q02482,GK,Polity/History/Economy,1,Who is the head of the Indian State?,Prime Minister,Chief Justice,President,Governor,C,20
Q02483,GK,Polity/History/Economy,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Work,Right to Vote,Right to Equality,Right to Property,C,30
Q02484,GK,Polity/History/Economy,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Equality,Right to Vote,Right to Property,Right to Work,A,30
Q02485,GK,Polity/History/Economy,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Property,Right to Vote,Right to Work,Right to Equality,D,30
Q02486,GK,Polity/History/Economy,1,Who is the head of the Indian State?,Governor,Chief Justice,Prime Minister,President,D,20
Q02487,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Foreign debt,Total revenue minus expenditure,Capital receipt,Total expenditure minus total revenue,D,90
Q02488,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Total revenue minus expenditure,Total expenditure minus total revenue,Capital receipt,Foreign debt,B,90
Q02489,GK,Polity/History/Economy,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Equality,Right to Work,Right to Property,Right to Vote,A,30
Q02490,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Foreign debt,Total expenditure minus total revenue,Capital receipt,Total revenue minus expenditure,B,90
Q02491,GK,Polity/History/Economy,1,Who is the head of the Indian State?,Chief Justice,Prime Minister,President,Governor,C,20
Q02492,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Total revenue minus expenditure,Capital receipt,Foreign debt,Total expenditure minus total revenue,D,90
Q02493,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Capital receipt,Total expenditure minus total revenue,Foreign debt,Total revenue minus expenditure,B,90
Q02494,GK,Polity/History/Economy,4,Which Act introduced provincial autonomy in India?,Government of India Act 1935,Charter Act,Indian Councils Act,Regulating Act,A,60
Q02495,GK,Polity/History/Economy,3,Who was the first President of India?,Dr. S. Radhakrishnan,Dr. Rajendra Prasad,Jawaharlal Nehru,Mahatma Gandhi,B,45
Q02496,GK,Polity/History/Economy,3,Who was the first President of India?,Jawaharlal Nehru,Dr. Rajendra Prasad,Dr. S. Radhakrishnan,Mahatma Gandhi,B,45
Q02497,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Total expenditure minus total revenue,Foreign debt,Capital receipt,Total revenue minus expenditure,A,90
Q02498,GK,Polity/History/Economy,3,Who was the first President of India?,Jawaharlal Nehru,Dr. S. Radhakrishnan,Mahatma Gandhi,Dr. Rajendra Prasad,D,45
Q02499,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Capital receipt,Total revenue minus expenditure,Total expenditure minus total revenue,Foreign debt,C,90
Q02500,GK,Polity/History/Economy,4,Which Act introduced provincial autonomy in India?,Charter Act,Government of India Act 1935,Indian Councils Act,Regulating Act,B,60
Q02501,GK,Polity/History/Economy,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Property,Right to Work,Right to Equality,Right to Vote,C,30
Q02502,GK,Polity/History/Economy,1,Who is the head of the Indian State?,Prime Minister,President,Governor,Chief Justice,B,20
Q02503,GK,Polity/History/Economy,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Equality,Right to Property,Right to Vote,Right to Work,A,30
Q02504,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Capital receipt,Foreign debt,Total revenue minus expenditure,Total expenditure minus total revenue,D,90
Q02505,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Foreign debt,Total revenue minus expenditure,Capital receipt,Total expenditure minus total revenue,D,90
Q02506,GK,Polity/History/Economy,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Equality,Right to Vote,Right to Work,Right to Property,A,30
Q02507,GK,Polity/History/Economy,4,Which Act introduced provincial autonomy in India?,Charter Act,Regulating Act,Indian Councils Act,Government of India Act 1935,D,60
Q02508,GK,Polity/History/Economy,1,Who is the head of the Indian State?,Governor,President,Chief Justice,Prime Minister,B,20
Q02509,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Total revenue minus expenditure,Total expenditure minus total revenue,Capital receipt,Foreign debt,B,90
Q02510,GK,Polity/History/Economy,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Property,Right to Work,Right to Vote,Right to Equality,D,30
Q02511,GK,Polity/History/Economy,3,Who was the first President of India?,Mahatma Gandhi,Dr. Rajendra Prasad,Dr. S. Radhakrishnan,Jawaharlal Nehru,B,45
Q02512,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Total revenue minus expenditure,Capital receipt,Foreign debt,Total expenditure minus total revenue,D,90
Q02513,GK,Polity/History/Economy,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Equality,Right to Vote,Right to Work,Right to Property,A,30
Q02514,GK,Polity/History/Economy,4,Which Act introduced provincial autonomy in India?,Regulating Act,Charter Act,Indian Councils Act,Government of India Act 1935,D,60
Q02515,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Foreign debt,Total revenue minus expenditure,Capital receipt,Total expenditure minus total revenue,D,90
Q02516,GK,Polity/History/Economy,1,Who is the head of the Indian State?,President,Chief Justice,Prime Minister,Governor,A,20
Q02517,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Foreign debt,Capital receipt,Total revenue minus expenditure,Total expenditure minus total revenue,D,90
Q02518,GK,Polity/History/Economy,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Work,Right to Equality,Right to Vote,Right to Property,B,30
Q02519,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Total expenditure minus total revenue,Foreign debt,Total revenue minus expenditure,Capital receipt,A,90
Q02520,GK,Polity/History/Economy,3,Who was the first President of India?,Jawaharlal Nehru,Mahatma Gandhi,Dr. Rajendra Prasad,Dr. S. Radhakrishnan,C,45
Q02521,GK,Polity/History/Economy,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Vote,Right to Equality,Right to Property,Right to Work,B,30
Q02522,GK,Polity/History/Economy,4,Which Act introduced provincial autonomy in India?,Charter Act,Government of India Act 1935,Regulating Act,Indian Councils Act,B,60
Q02523,GK,Polity/History/Economy,1,Who is the head of the Indian State?,Chief Justice,Governor,President,Prime Minister,C,20
Q02524,GK,Polity/History/Economy,3,Who was the first President of India?,Jawaharlal Nehru,Dr. S. Radhakrishnan,Dr. Rajendra Prasad,Mahatma Gandhi,C,45
Q02525,GK,Polity/History/Economy,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Equality,Right to Vote,Right to Property,Right to Work,A,30
Q02526,GK,Polity/History/Economy,1,Who is the head of the Indian State?,Governor,President,Prime Minister,Chief Justice,B,20
Q02527,GK,Polity/History/Economy,3,Who was the first President of India?,Dr. S. Radhakrishnan,Mahatma Gandhi,Jawaharlal Nehru,Dr. Rajendra Prasad,D,45
Q02528,GK,Polity/History/Economy,4,Which Act introduced provincial autonomy in India?,Indian Councils Act,Regulating Act,Charter Act,Government of India Act 1935,D,60
Q02529,GK,Polity/History/Economy,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Equality,Right to Vote,Right to Property,Right to Work,A,30
Q02530,GK,Polity/History/Economy,1,Who is the head of the Indian State?,Governor,President,Prime Minister,Chief Justice,B,20
Q02531,GK,Polity/History/Economy,1,Who is the head of the Indian State?,President,Governor,Prime Minister,Chief Justice,A,20
Q02532,GK,Polity/History/Economy,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Equality,Right to Property,Right to Vote,Right to Work,A,30
Q02533,GK,Polity/History/Economy,3,Who was the first President of India?,Mahatma Gandhi,Dr. S. Radhakrishnan,Dr. Rajendra Prasad,Jawaharlal Nehru,C,45
Q02534,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Total expenditure minus total revenue,Capital receipt,Foreign debt,Total revenue minus expenditure,A,90
Q02535,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Capital receipt,Foreign debt,Total revenue minus expenditure,Total expenditure minus total revenue,D,90
Q02536,GK,Polity/History/Economy,3,Who was the first President of India?,Jawaharlal Nehru,Mahatma Gandhi,Dr. S. Radhakrishnan,Dr. Rajendra Prasad,D,45
Q02537,GK,Polity/History/Economy,4,Which Act introduced provincial autonomy in India?,Indian Councils Act,Charter Act,Government of India Act 1935,Regulating Act,C,60
Q02538,GK,Polity/History/Economy,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Property,Right to Equality,Right to Work,Right to Vote,B,30
Q02539,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Total revenue minus expenditure,Capital receipt,Foreign debt,Total expenditure minus total revenue,D,90
Q02540,GK,Polity/History/Economy,3,Who was the first President of India?,Jawaharlal Nehru,Dr. Rajendra Prasad,Mahatma Gandhi,Dr. S. Radhakrishnan,B,45
Q02541,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Foreign debt,Total revenue minus expenditure,Total expenditure minus total revenue,Capital receipt,C,90
Q02542,GK,Polity/History/Economy,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Vote,Right to Equality,Right to Work,Right to Property,B,30
Q02543,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Total revenue minus expenditure,Foreign debt,Capital receipt,Total expenditure minus total revenue,D,90
Q02544,GK,Polity/History/Economy,4,Which Act introduced provincial autonomy in India?,Indian Councils Act,Government of India Act 1935,Regulating Act,Charter Act,B,60
Q02545,GK,Polity/History/Economy,3,Who was the first President of India?,Dr. Rajendra Prasad,Mahatma Gandhi,Jawaharlal Nehru,Dr. S. Radhakrishnan,A,45
Q02546,GK,Polity/History/Economy,3,Who was the first President of India?,Dr. Rajendra Prasad,Jawaharlal Nehru,Dr. S. Radhakrishnan,Mahatma Gandhi,A,45
Q02547,GK,Polity/History/Economy,4,Which Act introduced provincial autonomy in India?,Indian Councils Act,Government of India Act 1935,Regulating Act,Charter Act,B,60
Q02548,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Total revenue minus expenditure,Capital receipt,Total expenditure minus total revenue,Foreign debt,C,90
Q02549,GK,Polity/History/Economy,1,Who is the head of the Indian State?,President,Chief Justice,Governor,Prime Minister,A,20
Q02550,GK,Polity/History/Economy,1,Who is the head of the Indian State?,President,Prime Minister,Governor,Chief Justice,A,20
Q02551,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Foreign debt,Total expenditure minus total revenue,Total revenue minus expenditure,Capital receipt,B,90
Q02552,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Total expenditure minus total revenue,Foreign debt,Capital receipt,Total revenue minus expenditure,A,90
Q02553,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Total expenditure minus total revenue,Foreign debt,Capital receipt,Total revenue minus expenditure,A,90
Q02554,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Total revenue minus expenditure,Foreign debt,Capital receipt,Total expenditure minus total revenue,D,90
Q02555,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Foreign debt,Total expenditure minus total revenue,Total revenue minus expenditure,Capital receipt,B,90
Q02556,GK,Polity/History/Economy,3,Who was the first President of India?,Jawaharlal Nehru,Dr. S. Radhakrishnan,Mahatma Gandhi,Dr. Rajendra Prasad,D,45
Q02557,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Total revenue minus expenditure,Foreign debt,Capital receipt,Total expenditure minus total revenue,D,90
Q02558,GK,Polity/History/Economy,3,Who was the first President of India?,Jawaharlal Nehru,Dr. Rajendra Prasad,Dr. S. Radhakrishnan,Mahatma Gandhi,B,45
Q02559,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Total expenditure minus total revenue,Capital receipt,Total revenue minus expenditure,Foreign debt,A,90
Q02560,GK,Polity/History/Economy,4,Which Act introduced provincial autonomy in India?,Charter Act,Regulating Act,Government of India Act 1935,Indian Councils Act,C,60
Q02561,GK,Polity/History/Economy,4,Which Act introduced provincial autonomy in India?,Regulating Act,Government of India Act 1935,Charter Act,Indian Councils Act,B,60
Q02562,GK,Polity/History/Economy,3,Who was the first President of India?,Dr. Rajendra Prasad,Jawaharlal Nehru,Dr. S. Radhakrishnan,Mahatma Gandhi,A,45
Q02563,GK,Polity/History/Economy,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Work,Right to Vote,Right to Property,Right to Equality,D,30
Q02564,GK,Polity/History/Economy,3,Who was the first President of India?,Dr. Rajendra Prasad,Dr. S. Radhakrishnan,Mahatma Gandhi,Jawaharlal Nehru,A,45
Q02565,GK,Polity/History/Economy,4,Which Act introduced provincial autonomy in India?,Charter Act,Regulating Act,Indian Councils Act,Government of India Act 1935,D,60
Q02566,GK,Polity/History/Economy,4,Which Act introduced provincial autonomy in India?,Charter Act,Indian Councils Act,Regulating Act,Government of India Act 1935,D,60
Q02567,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Capital receipt,Total revenue minus expenditure,Foreign debt,Total expenditure minus total revenue,D,90
Q02568,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Foreign debt,Total expenditure minus total revenue,Capital receipt,Total revenue minus expenditure,B,90
Q02569,GK,Polity/History/Economy,3,Who was the first President of India?,Dr. S. Radhakrishnan,Jawaharlal Nehru,Dr. Rajendra Prasad,Mahatma Gandhi,C,45
Q02570,GK,Polity/History/Economy,1,Who is the head of the Indian State?,President,Chief Justice,Governor,Prime Minister,A,20
Q02571,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Total revenue minus expenditure,Foreign debt,Capital receipt,Total expenditure minus total revenue,D,90
Q02572,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Capital receipt,Foreign debt,Total expenditure minus total revenue,Total revenue minus expenditure,C,90
Q02573,GK,Polity/History/Economy,1,Who is the head of the Indian State?,President,Chief Justice,Governor,Prime Minister,A,20
Q02574,GK,Polity/History/Economy,1,Who is the head of the Indian State?,President,Prime Minister,Governor,Chief Justice,A,20
Q02575,GK,Polity/History/Economy,4,Which Act introduced provincial autonomy in India?,Charter Act,Government of India Act 1935,Regulating Act,Indian Councils Act,B,60
Q02576,GK,Polity/History/Economy,1,Who is the head of the Indian State?,President,Governor,Chief Justice,Prime Minister,A,20
Q02577,GK,Polity/History/Economy,1,Who is the head of the Indian State?,Chief Justice,Prime Minister,Governor,President,D,20
Q02578,GK,Polity/History/Economy,4,Which Act introduced provincial autonomy in India?,Government of India Act 1935,Indian Councils Act,Charter Act,Regulating Act,A,60
Q02579,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Total revenue minus expenditure,Total expenditure minus total revenue,Foreign debt,Capital receipt,B,90
Q02580,GK,Polity/History/Economy,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Vote,Right to Property,Right to Equality,Right to Work,C,30
Q02581,GK,Polity/History/Economy,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Vote,Right to Equality,Right to Work,Right to Property,B,30
Q02582,GK,Polity/History/Economy,4,Which Act introduced provincial autonomy in India?,Indian Councils Act,Charter Act,Government of India Act 1935,Regulating Act,C,60
Q02583,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Foreign debt,Capital receipt,Total revenue minus expenditure,Total expenditure minus total revenue,D,90
Q02584,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Capital receipt,Total revenue minus expenditure,Foreign debt,Total expenditure minus total revenue,D,90
Q02585,GK,Polity/History/Economy,3,Who was the first President of India?,Jawaharlal Nehru,Dr. S. Radhakrishnan,Dr. Rajendra Prasad,Mahatma Gandhi,C,45
Q02586,GK,Polity/History/Economy,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Work,Right to Equality,Right to Vote,Right to Property,B,30
Q02587,GK,Polity/History/Economy,4,Which Act introduced provincial autonomy in India?,Government of India Act 1935,Indian Councils Act,Regulating Act,Charter Act,A,60
Q02588,GK,Polity/History/Economy,3,Who was the first President of India?,Dr. Rajendra Prasad,Dr. S. Radhakrishnan,Jawaharlal Nehru,Mahatma Gandhi,A,45
Q02589,GK,Polity/History/Economy,4,Which Act introduced provincial autonomy in India?,Government of India Act 1935,Indian Councils Act,Regulating Act,Charter Act,A,60
Q02590,GK,Polity/History/Economy,4,Which Act introduced provincial autonomy in India?,Charter Act,Indian Councils Act,Regulating Act,Government of India Act 1935,D,60
Q02591,GK,Polity/History/Economy,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Property,Right to Equality,Right to Vote,Right to Work,B,30
Q02592,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Total revenue minus expenditure,Foreign debt,Total expenditure minus total revenue,Capital receipt,C,90
Q02593,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Total expenditure minus total revenue,Capital receipt,Total revenue minus expenditure,Foreign debt,A,90
Q02594,GK,Polity/History/Economy,1,Who is the head of the Indian State?,Prime Minister,President,Chief Justice,Governor,B,20
Q02595,GK,Polity/History/Economy,3,Who was the first President of India?,Jawaharlal Nehru,Dr. Rajendra Prasad,Dr. S. Radhakrishnan,Mahatma Gandhi,B,45
Q02596,GK,Polity/History/Economy,1,Who is the head of the Indian State?,Governor,Prime Minister,Chief Justice,President,D,20
Q02597,GK,Polity/History/Economy,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Property,Right to Vote,Right to Work,Right to Equality,D,30
Q02598,GK,Polity/History/Economy,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Property,Right to Equality,Right to Vote,Right to Work,B,30
Q02599,GK,Polity/History/Economy,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Property,Right to Equality,Right to Vote,Right to Work,B,30
Q02600,GK,Polity/History/Economy,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Work,Right to Vote,Right to Equality,Right to Property,C,30
Q02601,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Total revenue minus expenditure,Foreign debt,Total expenditure minus total revenue,Capital receipt,C,90
Q02602,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Foreign debt,Capital receipt,Total expenditure minus total revenue,Total revenue minus expenditure,C,90
Q02603,GK,Polity/History/Economy,4,Which Act introduced provincial autonomy in India?,Regulating Act,Charter Act,Indian Councils Act,Government of India Act 1935,D,60
Q02604,GK,Polity/History/Economy,4,Which Act introduced provincial autonomy in India?,Government of India Act 1935,Charter Act,Regulating Act,Indian Councils Act,A,60
Q02605,GK,Polity/History/Economy,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Vote,Right to Equality,Right to Property,Right to Work,B,30
Q02606,GK,Polity/History/Economy,1,Who is the head of the Indian State?,Prime Minister,President,Governor,Chief Justice,B,20
Q02607,GK,Polity/History/Economy,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Equality,Right to Property,Right to Work,Right to Vote,A,30
Q02608,GK,Polity/History/Economy,1,Who is the head of the Indian State?,Governor,Prime Minister,President,Chief Justice,C,20
Q02609,GK,Polity/History/Economy,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Property,Right to Vote,Right to Work,Right to Equality,D,30
Q02610,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Total expenditure minus total revenue,Foreign debt,Capital receipt,Total revenue minus expenditure,A,90
Q02611,GK,Polity/History/Economy,1,Who is the head of the Indian State?,Prime Minister,Governor,Chief Justice,President,D,20
Q02612,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Capital receipt,Foreign debt,Total revenue minus expenditure,Total expenditure minus total revenue,D,90
Q02613,GK,Polity/History/Economy,4,Which Act introduced provincial autonomy in India?,Government of India Act 1935,Indian Councils Act,Regulating Act,Charter Act,A,60
Q02614,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Capital receipt,Total expenditure minus total revenue,Foreign debt,Total revenue minus expenditure,B,90
Q02615,GK,Polity/History/Economy,3,Who was the first President of India?,Dr. S. Radhakrishnan,Dr. Rajendra Prasad,Mahatma Gandhi,Jawaharlal Nehru,B,45
Q02616,GK,Polity/History/Economy,3,Who was the first President of India?,Jawaharlal Nehru,Dr. Rajendra Prasad,Mahatma Gandhi,Dr. S. Radhakrishnan,B,45
Q02617,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Foreign debt,Capital receipt,Total revenue minus expenditure,Total expenditure minus total revenue,D,90
Q02618,GK,Polity/History/Economy,3,Who was the first President of India?,Dr. S. Radhakrishnan,Mahatma Gandhi,Dr. Rajendra Prasad,Jawaharlal Nehru,C,45
Q02619,GK,Polity/History/Economy,3,Who was the first President of India?,Dr. Rajendra Prasad,Jawaharlal Nehru,Dr. S. Radhakrishnan,Mahatma Gandhi,A,45
Q02620,GK,Polity/History/Economy,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Equality,Right to Work,Right to Vote,Right to Property,A,30
Q02621,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Total expenditure minus total revenue,Foreign debt,Total revenue minus expenditure,Capital receipt,A,90
Q02622,GK,Polity/History/Economy,4,Which Act introduced provincial autonomy in India?,Government of India Act 1935,Charter Act,Regulating Act,Indian Councils Act,A,60
Q02623,GK,Polity/History/Economy,3,Who was the first President of India?,Mahatma Gandhi,Jawaharlal Nehru,Dr. S. Radhakrishnan,Dr. Rajendra Prasad,D,45
Q02624,GK,Polity/History/Economy,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Equality,Right to Work,Right to Property,Right to Vote,A,30
Q02625,GK,Polity/History/Economy,3,Who was the first President of India?,Mahatma Gandhi,Jawaharlal Nehru,Dr. S. Radhakrishnan,Dr. Rajendra Prasad,D,45
Q02626,GK,Polity/History/Economy,3,Who was the first President of India?,Dr. Rajendra Prasad,Dr. S. Radhakrishnan,Jawaharlal Nehru,Mahatma Gandhi,A,45
Q02627,GK,Polity/History/Economy,1,Who is the head of the Indian State?,Prime Minister,President,Governor,Chief Justice,B,20
Q02628,GK,Polity/History/Economy,1,Who is the head of the Indian State?,Chief Justice,Governor,Prime Minister,President,D,20
Q02629,GK,Polity/History/Economy,1,Who is the head of the Indian State?,President,Governor,Prime Minister,Chief Justice,A,20
Q02630,GK,Polity/History/Economy,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Work,Right to Property,Right to Vote,Right to Equality,D,30
Q02631,GK,Polity/History/Economy,1,Who is the head of the Indian State?,Governor,President,Chief Justice,Prime Minister,B,20
Q02632,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Total expenditure minus total revenue,Foreign debt,Capital receipt,Total revenue minus expenditure,A,90
Q02633,GK,Polity/History/Economy,4,Which Act introduced provincial autonomy in India?,Indian Councils Act,Regulating Act,Charter Act,Government of India Act 1935,D,60
Q02634,GK,Polity/History/Economy,3,Who was the first President of India?,Dr. Rajendra Prasad,Jawaharlal Nehru,Dr. S. Radhakrishnan,Mahatma Gandhi,A,45
Q02635,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Total revenue minus expenditure,Total expenditure minus total revenue,Capital receipt,Foreign debt,B,90
Q02636,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Total revenue minus expenditure,Total expenditure minus total revenue,Capital receipt,Foreign debt,B,90
Q02637,GK,Polity/History/Economy,4,Which Act introduced provincial autonomy in India?,Indian Councils Act,Charter Act,Regulating Act,Government of India Act 1935,D,60
Q02638,GK,Polity/History/Economy,3,Who was the first President of India?,Mahatma Gandhi,Jawaharlal Nehru,Dr. Rajendra Prasad,Dr. S. Radhakrishnan,C,45
Q02639,GK,Polity/History/Economy,3,Who was the first President of India?,Dr. Rajendra Prasad,Dr. S. Radhakrishnan,Jawaharlal Nehru,Mahatma Gandhi,A,45
Q02640,GK,Polity/History/Economy,3,Who was the first President of India?,Dr. Rajendra Prasad,Jawaharlal Nehru,Mahatma Gandhi,Dr. S. Radhakrishnan,A,45
Q02641,GK,Polity/History/Economy,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Equality,Right to Work,Right to Property,Right to Vote,A,30
Q02642,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Total revenue minus expenditure,Foreign debt,Capital receipt,Total expenditure minus total revenue,D,90
Q02643,GK,Polity/History/Economy,3,Who was the first President of India?,Jawaharlal Nehru,Mahatma Gandhi,Dr. Rajendra Prasad,Dr. S. Radhakrishnan,C,45
Q02644,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Capital receipt,Foreign debt,Total expenditure minus total revenue,Total revenue minus expenditure,C,90
Q02645,GK,Polity/History/Economy,3,Who was the first President of India?,Jawaharlal Nehru,Dr. S. Radhakrishnan,Dr. Rajendra Prasad,Mahatma Gandhi,C,45
Q02646,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Total revenue minus expenditure,Foreign debt,Capital receipt,Total expenditure minus total revenue,D,90
Q02647,GK,Polity/History/Economy,4,Which Act introduced provincial autonomy in India?,Regulating Act,Charter Act,Indian Councils Act,Government of India Act 1935,D,60
Q02648,GK,Polity/History/Economy,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Equality,Right to Vote,Right to Work,Right to Property,A,30
